DescriptorName,TreeNumber
Musculoskeletal Pain,G11.561.790.353
Nonsense Mediated mRNA Decay,G02.111.760.112
Nonsense Mediated mRNA Decay,G02.111.780.500
Nonsense Mediated mRNA Decay,G03.839.112
Nonsense Mediated mRNA Decay,G05.308.700.112
"Asthma, Occupational",C08.127.108.495
"Asthma, Occupational",C08.674.095.495
"Asthma, Occupational",C20.543.480.680.095.495
"Asthma, Occupational",C24.102
RNA Cleavage,G02.111.740
RNA Cleavage,G05.755
RNA Isoforms,D13.444.735.064
Pott Puffy Tumor,C01.160.495.875
Pott Puffy Tumor,C05.116.165.495.750
Pott Puffy Tumor,C11.675.689
RNA Folding,G01.154.709
RNA Folding,G02.111.570.820.486.718
RNA Folding,G02.111.750
RNA Folding,G05.360.580.718
"DNA, B-Form",D13.444.308.196
"DNA, B-Form",G02.111.570.820.486.142
"DNA, B-Form",G05.360.580.121
Nucleotide Motifs,G02.111.570.080.611
Nucleotide Motifs,G02.111.570.820.486.662
Nucleotide Motifs,G05.360.080.611
Nucleotide Motifs,G05.360.580.662
Mastodynia,C23.888.592.612.530
Mastodynia,F02.830.816.308
Mastodynia,G11.561.790.308
Plyometric Exercise,E02.760.169.063.500.387.812
Plyometric Exercise,E02.779.483.812
Plyometric Exercise,E02.831.535.483.812
Plyometric Exercise,G11.427.410.698.277.311.500
Plyometric Exercise,I03.350.311.500
Reverse Genetics,E05.393.731
Sphenopalatine Ganglion Block,E03.155.086.711.299.500
Sphenopalatine Ganglion Block,E04.525.210.550.500.500
Pelvic Girdle Pain,C23.888.592.612.547.500
Pelvic Girdle Pain,C23.888.592.612.944.625
Breakthrough Pain,C23.888.592.612.191
Breakthrough Pain,F02.830.816.131
Breakthrough Pain,G11.561.790.444.393
Petroleum Pollution,N06.850.460.660
Sun Protection Factor,E05.196.867.917
Sun Protection Factor,E05.799.890
Pinguecula,C11.187.631
Pain Management,E02.745
Pain Management,N04.590.607.500
"Stroke, Lacunar",C10.228.140.300.275.800
"Stroke, Lacunar",C10.228.140.300.775.400.750.500
"Stroke, Lacunar",C14.907.253.329.800
"Stroke, Lacunar",C14.907.253.855.400.750.500
"Stroke, Lacunar",C23.550.513.355.250.600
"Stroke, Lacunar",C23.550.717.489.250.600
Lower Urinary Tract Symptoms,C23.888.942.343
Intraabdominal Infections,C01.463
Interferon-gamma Release Tests,E01.370.225.812.453
Interferon-gamma Release Tests,E05.200.812.453
Interferon-gamma Release Tests,E05.478.594.475
Anhedonia,C10.597.606.057
Anhedonia,C23.888.592.604.039
Anhedonia,F01.700.039
Heterotaxy Syndrome,C14.240.400.592
Heterotaxy Syndrome,C14.280.400.592
Heterotaxy Syndrome,C15.604.744.146
Heterotaxy Syndrome,C16.131.077.401
Heterotaxy Syndrome,C16.131.240.400.592
Cell Cycle Checkpoints,G04.144.109
Biosimilar Pharmaceuticals,D20.215.261
White Coat Hypertension,C14.907.489.907
Transcriptome,G02.111.873.750
Transcriptome,G05.297.700.750
Transcriptome,G05.360.920
Masked Hypertension,C14.907.489.861
Tetraspanins,D12.776.543.900
In Vitro Oocyte Maturation Techniques,E02.875.800.906
In Vitro Oocyte Maturation Techniques,E05.820.800.906
Exome,G05.360.340.011
Gastropexy,E04.210.471
Telomere Homeostasis,G04.144.220.625
Telomere Homeostasis,G04.161.750.500.500
Telomere Homeostasis,G05.113.610
Telomere Homeostasis,G07.345.249.410.750.500.750
Telomere Shortening,G02.111.225.940
Telomere Shortening,G04.043.630
Telomere Shortening,G05.226.940
Telomere Shortening,G07.345.124.130.630
Supraglottitis,C01.748.798
Supraglottitis,C08.360.840
Supraglottitis,C08.730.798
Supraglottitis,C09.400.840
Foraminotomy,E04.525.305
"Paraneoplastic Syndromes, Ocular",C04.588.364.738
"Paraneoplastic Syndromes, Ocular",C04.730.900
"Paraneoplastic Syndromes, Ocular",C11.319.466
Sinus Floor Augmentation,E04.545.668
Sinus Floor Augmentation,E04.555.130.550
Sinus Floor Augmentation,E06.645.668
Stereocilia,A11.284.180.800
Anterior Cruciate Ligament Reconstruction,E04.555.110.026
Anterior Cruciate Ligament Reconstruction,E04.617.101.026
"Toxicity Tests, Subchronic",E05.940.900
"Toxicity Tests, Subacute",E05.940.850
Caves,G01.311.169
Caves,G16.500.275.067
Caves,N06.230.066
G2 Phase Cell Cycle Checkpoints,G04.144.109.500
G2 Phase Cell Cycle Checkpoints,G04.144.500.340.500
M Phase Cell Cycle Checkpoints,G04.144.109.750
M Phase Cell Cycle Checkpoints,G04.144.220.220.781.337
M Phase Cell Cycle Checkpoints,G05.113.220.781.338
G1 Phase Cell Cycle Checkpoints,G04.144.109.249
G1 Phase Cell Cycle Checkpoints,G04.144.500.320.500
Duddingtonia,B01.300.381.299
Calcifying Nanoparticles,D05.500.135
Calcifying Nanoparticles,J01.637.512.600.150
Dental Implant-Abutment Design,E06.780.346.625.500
Dental Implant-Abutment Design,E06.912.145.750
Polydipsia,C23.550.759
Polydipsia,C23.888.663
"Polydipsia, Psychogenic",C23.550.759.500
"Polydipsia, Psychogenic",C23.888.663.500
"Polydipsia, Psychogenic",F01.145.126.968
"Polydipsia, Psychogenic",F01.700.812
Laryngocele,C08.360.549
Laryngocele,C08.695.520
Laryngocele,C09.400.549
Laryngocele,C16.131.740.650
Mallory Bodies,A11.284.420.500
Balamuthia mandrillaris,B01.046.090
Liquid-Liquid Extraction,E05.196.155.650
Liquid Phase Microextraction,E05.196.155.650.500
Signal-To-Noise Ratio,E05.318.370.800.875
Signal-To-Noise Ratio,E05.318.740.872.875
Signal-To-Noise Ratio,G17.800.500
Signal-To-Noise Ratio,N05.715.360.325.700.840
Signal-To-Noise Ratio,N05.715.360.750.725.750
Signal-To-Noise Ratio,N06.850.520.445.800.875
Signal-To-Noise Ratio,N06.850.520.830.872.750
Mesenchymal Stem Cells,A11.329.830.500
Mesenchymal Stem Cells,A11.872.590.500
Wharton Jelly,A10.165.970
Mutation Rate,G05.045.250.750
Mutation Rate,G05.365.590.612
Mutation Rate,G16.075.250.750
Genome Size,G05.360.340.037
Gene-Environment Interaction,G05.695.337
Kisspeptins,D12.644.276.836
Kisspeptins,D12.644.400.430
Kisspeptins,D12.776.624.776.546
Lysosomal-Associated Membrane Protein 3,D12.776.395.550.550.875
Lysosomal-Associated Membrane Protein 3,D12.776.543.550.527.875
Herniorrhaphy,E04.617.325
Polar Bodies,A05.360.490.690.680.500
Polar Bodies,A11.497.497.600.500
Aliivibrio,B03.440.450.900.050
Aliivibrio,B03.660.250.830.050
Aliivibrio Infections,C01.150.252.400.050
Ultrasonic Surgical Procedures,E04.943
Interactive Ventilatory Support,E02.041.625.516
Interactive Ventilatory Support,E02.880.820.516
Piezosurgery,E04.943.937
Heimlich Maneuver,E02.365.476
Nasal Surgical Procedures,E04.580.392
Proteolysis,G02.111.720
Proteolysis,G03.812
Homologous Recombination,G05.728.615
DNA End-Joining Repair,G02.111.222.200
DNA End-Joining Repair,G05.219.200
Recombinational DNA Repair,G02.111.222.700
Recombinational DNA Repair,G05.219.700
Recombinational DNA Repair,G05.728.615.612
Karyotype,G05.360.162.679
Abnormal Karyotype,C23.550.210.024
Abnormal Karyotype,G05.360.162.679.500
Abnormal Karyotype,G05.365.590.175.024
Acute Pain,C23.888.592.612.081
Dried Blood Spot Testing,E01.370.225.124.100.232
Dried Blood Spot Testing,E05.200.124.100.232
HLA-DR alpha-Chains,D12.776.395.550.509.400.440.100
HLA-DR alpha-Chains,D12.776.543.550.440.400.440.100
HLA-DR alpha-Chains,D23.050.301.500.400.400.440.100
HLA-DR alpha-Chains,D23.050.301.500.450.400.440.222
HLA-DR alpha-Chains,D23.050.705.552.410.400.440.100
HLA-DR alpha-Chains,D23.050.705.552.450.400.440.222
HLA-DR beta-Chains,D12.776.395.550.509.400.440.200
HLA-DR beta-Chains,D12.776.543.550.440.400.440.200
HLA-DR beta-Chains,D23.050.301.500.400.400.440.200
HLA-DR beta-Chains,D23.050.301.500.450.400.440.333
HLA-DR beta-Chains,D23.050.705.552.410.400.440.200
HLA-DR beta-Chains,D23.050.705.552.450.400.440.333
S Phase Cell Cycle Checkpoints,G04.144.109.875
S Phase Cell Cycle Checkpoints,G04.144.500.800.500
Polyphenols,D02.455.426.559.389.657.715
HLA-DR Serological Subtypes,D12.776.395.550.509.400.440.400
HLA-DR Serological Subtypes,D12.776.543.550.440.400.440.400
HLA-DR Serological Subtypes,D23.050.301.500.400.400.440.400
HLA-DR Serological Subtypes,D23.050.301.500.450.400.440.389
HLA-DR Serological Subtypes,D23.050.705.552.410.400.440.389
HLA-DR Serological Subtypes,D23.050.705.552.450.400.440.389
HLA-DRB1 Chains,D12.776.395.550.509.400.440.200.010
HLA-DRB1 Chains,D12.776.543.550.440.400.440.200.010
HLA-DRB1 Chains,D23.050.301.500.400.400.440.200.010
HLA-DRB1 Chains,D23.050.301.500.450.400.440.333.500
HLA-DRB1 Chains,D23.050.705.552.410.400.440.200.010
HLA-DRB1 Chains,D23.050.705.552.450.400.440.333.500
Physical Therapists,M01.526.485.790
Physical Therapists,N02.360.790
HLA-DRB3 Chains,D12.776.395.550.509.400.440.200.030
HLA-DRB3 Chains,D12.776.543.550.440.400.440.200.030
HLA-DRB3 Chains,D23.050.301.500.400.400.440.200.030
HLA-DRB3 Chains,D23.050.301.500.450.400.440.333.750
HLA-DRB3 Chains,D23.050.705.552.410.400.440.200.030
HLA-DRB3 Chains,D23.050.705.552.450.400.440.333.750
Agricultural Inoculants,B01.300.053
Agricultural Inoculants,B03.054
Plant Cells,A11.750
HLA-DRB4 Chains,D12.776.395.550.509.400.440.200.040
HLA-DRB4 Chains,D12.776.543.550.440.400.440.200.040
HLA-DRB4 Chains,D23.050.301.500.400.400.440.200.040
HLA-DRB4 Chains,D23.050.301.500.450.400.440.333.875
HLA-DRB4 Chains,D23.050.705.552.410.400.440.200.040
HLA-DRB4 Chains,D23.050.705.552.450.400.440.333.875
"Analgesics, Short-Acting",D27.505.696.663.850.014.580
"Analgesics, Short-Acting",D27.505.954.427.040.381
HLA-DRB5 Chains,D12.776.395.550.509.400.440.200.050
HLA-DRB5 Chains,D12.776.543.550.440.400.440.200.050
HLA-DRB5 Chains,D23.050.301.500.400.400.440.200.050
HLA-DRB5 Chains,D23.050.301.500.450.400.440.333.937
HLA-DRB5 Chains,D23.050.705.552.410.400.440.200.050
HLA-DRB5 Chains,D23.050.705.552.450.400.440.333.937
HLA-DQ alpha-Chains,D12.776.395.550.509.400.430.500
HLA-DQ alpha-Chains,D12.776.543.550.440.400.430.500
HLA-DQ alpha-Chains,D23.050.301.500.400.400.430.500
HLA-DQ alpha-Chains,D23.050.301.500.450.400.430.500
HLA-DQ alpha-Chains,D23.050.705.552.410.400.430.500
HLA-DQ alpha-Chains,D23.050.705.552.450.400.430.500
Endoplasmic Reticulum Stress,G04.434
HLA-DQ beta-Chains,D12.776.395.550.509.400.430.750
HLA-DQ beta-Chains,D12.776.543.550.440.400.430.750
HLA-DQ beta-Chains,D23.050.301.500.400.400.430.750
HLA-DQ beta-Chains,D23.050.301.500.450.400.430.750
HLA-DQ beta-Chains,D23.050.705.552.410.400.430.750
HLA-DQ beta-Chains,D23.050.705.552.450.400.430.750
HLA-DP alpha-Chains,D12.776.395.550.509.400.420.500
HLA-DP alpha-Chains,D12.776.543.550.440.400.420.500
HLA-DP alpha-Chains,D23.050.301.500.400.400.420.500
HLA-DP alpha-Chains,D23.050.301.500.450.400.420.500
HLA-DP alpha-Chains,D23.050.705.552.410.400.420.500
HLA-DP alpha-Chains,D23.050.705.552.450.400.420.500
HLA-DP beta-Chains,D12.776.395.550.509.400.420.750
HLA-DP beta-Chains,D12.776.543.550.440.400.420.750
HLA-DP beta-Chains,D23.050.301.500.400.400.420.750
HLA-DP beta-Chains,D23.050.301.500.450.400.420.750
HLA-DP beta-Chains,D23.050.705.552.410.400.420.750
HLA-DP beta-Chains,D23.050.705.552.450.400.420.750
Radiostereometric Analysis,E01.370.350.600.630.750
Radiostereometric Analysis,E01.370.350.700.750
HLA-A11 Antigen,D12.776.395.550.489.400.110
HLA-A11 Antigen,D12.776.543.550.439.400.110
HLA-A11 Antigen,D23.050.301.500.100.400.110
HLA-A11 Antigen,D23.050.301.500.450.370.110
HLA-A11 Antigen,D23.050.705.552.100.400.110
HLA-A11 Antigen,D23.050.705.552.450.370.500
HLA-A24 Antigen,D12.776.395.550.489.400.240
HLA-A24 Antigen,D12.776.543.550.439.400.240
HLA-A24 Antigen,D23.050.301.500.100.400.240
HLA-A24 Antigen,D23.050.301.500.450.370.240
HLA-A24 Antigen,D23.050.705.552.100.400.240
HLA-A24 Antigen,D23.050.705.552.450.370.600
Kasabach-Merritt Syndrome,C04.557.645.375.617
Kasabach-Merritt Syndrome,C15.378.140.855.645
"Endocarditis, Non-Infective",C14.280.282.703
Neuroimaging,E01.370.350.578
Neuroimaging,E01.370.376.537
Neuroimaging,E05.629
Functional Neuroimaging,E01.370.350.578.875
Functional Neuroimaging,E01.370.376.537.625
Functional Neuroimaging,E05.629.875
HLA-B13 Antigen,D12.776.395.550.489.500.130
HLA-B13 Antigen,D12.776.543.550.439.500.130
HLA-B13 Antigen,D23.050.301.500.100.500.130
HLA-B13 Antigen,D23.050.301.500.450.380.130
HLA-B13 Antigen,D23.050.705.552.100.500.130
HLA-B13 Antigen,D23.050.705.552.450.380.130
HLA-B14 Antigen,D12.776.395.550.489.500.140
HLA-B14 Antigen,D12.776.543.550.439.500.140
HLA-B14 Antigen,D23.050.301.500.100.500.140
HLA-B14 Antigen,D23.050.301.500.450.380.140
HLA-B14 Antigen,D23.050.705.552.100.500.140
HLA-B14 Antigen,D23.050.705.552.450.380.140
HLA-B15 Antigen,D12.776.395.550.489.500.150
HLA-B15 Antigen,D12.776.543.550.439.500.150
HLA-B15 Antigen,D23.050.301.500.100.500.150
HLA-B15 Antigen,D23.050.301.500.450.380.150
HLA-B15 Antigen,D23.050.705.552.100.500.150
HLA-B15 Antigen,D23.050.705.552.450.380.150
HLA-B18 Antigen,D12.776.395.550.489.500.180
HLA-B18 Antigen,D12.776.543.550.439.500.180
HLA-B18 Antigen,D23.050.301.500.100.500.180
HLA-B18 Antigen,D23.050.301.500.450.380.180
HLA-B18 Antigen,D23.050.705.552.100.500.180
HLA-B18 Antigen,D23.050.705.552.450.380.180
HLA-B37 Antigen,D12.776.395.550.489.500.370
HLA-B37 Antigen,D12.776.543.550.439.500.370
HLA-B37 Antigen,D23.050.301.500.100.500.370
HLA-B37 Antigen,D23.050.301.500.450.380.370
HLA-B37 Antigen,D23.050.705.552.100.500.370
HLA-B37 Antigen,D23.050.705.552.450.380.370
Anatomic Landmarks,A01.111
HLA-B38 Antigen,D12.776.395.550.489.500.380
HLA-B38 Antigen,D12.776.543.550.439.500.380
HLA-B38 Antigen,D23.050.301.500.100.500.380
HLA-B38 Antigen,D23.050.301.500.450.380.380
HLA-B38 Antigen,D23.050.705.552.100.500.380
HLA-B38 Antigen,D23.050.705.552.450.380.380
HLA-B39 Antigen,D12.776.395.550.489.500.390
HLA-B39 Antigen,D12.776.543.550.439.500.390
HLA-B39 Antigen,D23.050.301.500.100.500.390
HLA-B39 Antigen,D23.050.301.500.450.380.390
HLA-B39 Antigen,D23.050.705.552.100.500.390
HLA-B39 Antigen,D23.050.705.552.450.380.390
HLA-B40 Antigen,D12.776.395.550.489.500.400
HLA-B40 Antigen,D12.776.543.550.439.500.400
HLA-B40 Antigen,D23.050.301.500.100.500.400
HLA-B40 Antigen,D23.050.301.500.450.380.400
HLA-B40 Antigen,D23.050.705.552.100.500.400
HLA-B40 Antigen,D23.050.705.552.450.380.400
HLA-B44 Antigen,D12.776.395.550.489.500.440
HLA-B44 Antigen,D12.776.543.550.439.500.440
HLA-B44 Antigen,D23.050.301.500.100.500.440
HLA-B44 Antigen,D23.050.301.500.450.380.440
HLA-B44 Antigen,D23.050.705.552.100.500.440
HLA-B44 Antigen,D23.050.705.552.450.380.440
HLA-B51 Antigen,D12.776.395.550.489.500.510
HLA-B51 Antigen,D12.776.543.550.439.500.510
HLA-B51 Antigen,D23.050.301.500.100.500.510
HLA-B51 Antigen,D23.050.301.500.450.380.510
HLA-B51 Antigen,D23.050.705.552.100.500.510
HLA-B51 Antigen,D23.050.705.552.450.380.510
HLA-B52 Antigen,D12.776.395.550.489.500.520
HLA-B52 Antigen,D12.776.543.550.439.500.520
HLA-B52 Antigen,D23.050.301.500.100.500.520
HLA-B52 Antigen,D23.050.301.500.450.380.520
HLA-B52 Antigen,D23.050.705.552.100.500.520
HLA-B52 Antigen,D23.050.705.552.450.380.520
HLA-G Antigens,D12.776.395.550.489.700
HLA-G Antigens,D12.776.543.550.439.700
HLA-G Antigens,D23.050.301.500.100.700
HLA-G Antigens,D23.050.301.500.450.700
HLA-G Antigens,D23.050.705.552.100.700
HLA-G Antigens,D23.050.705.552.450.700
Pelvic Floor Disorders,C12.050.351.625
Pelvic Floor Disorders,C12.050.703.565
Pelvic Floor Disorders,C12.200.483
Pelvic Floor Disorders,C12.400
Merkel cell polyomavirus,B04.280.210.700.615.550
Merkel cell polyomavirus,B04.613.204.670.615.550
Cryogels,D20.280.320.375.500
Cryogels,D26.255.165.320.375.187
Genotyping Techniques,E05.393.442
Endophytes,B05.237
"Genes, Modifier",G05.360.340.024.340.370
Maintenance Chemotherapy,E02.319.509
Reproductive Isolation,G05.045.675
Reproductive Isolation,G16.075.802
Slipped Capital Femoral Epiphyses,C05.116.099.708.928
Slipped Capital Femoral Epiphyses,C05.116.425.500
Asymmetric Cell Division,G04.144.220.109
Asymmetric Cell Division,G04.152.224
Asymmetric Cell Division,G04.161.750.500.249
Asymmetric Cell Division,G05.113.109
Asymmetric Cell Division,G07.345.249.410.750.500.500
"Angina, Stable",C14.280.647.187.362
"Angina, Stable",C14.907.585.187.362
"Angina, Stable",C23.888.592.612.233.500.575
Occupational Injuries,C26.716
Nasolabial Fold,A01.456.505.682
Transplant Donor Site,A01.935
Agrobacterium,B03.440.400.425.700.024
Agrobacterium,B03.660.050.662.024
Protein Interaction Maps,G03.493.750
Coinfection,C01.218
Hydrothermal Vents,G01.311.355.750.500.400
Hydrothermal Vents,G16.500.275.260.750
Animal Shells,A13.080
Lakes,G01.311.580
Lakes,G16.500.275.280.500
Lakes,N06.230.232.500
Characiformes,B01.050.150.900.493.130
Characidae,B01.050.150.900.493.130.150
Kangaroo-Mother Care Method,E02.760.670.500
Kangaroo-Mother Care Method,N02.421.088.120.140
Kangaroo-Mother Care Method,N02.421.585.700.500
Text Messaging,L01.462.500.847.698.300.500
Text Messaging,L01.559.423.906.377.666
Ecotype,G05.695.200
Ecotype,G16.500.275.157.049.230
Ecotype,N06.230.124.049.230
HapMap Project,H01.158.273.180.350.162
HapMap Project,H01.158.273.343.249.199
HapMap Project,H01.158.273.343.350.130
HapMap Project,H01.158.273.343.385.750
HapMap Project,H01.770.644.145.350.249
Tetraspanin 30,D12.776.395.550.550.249
Tetraspanin 30,D12.776.543.550.527.249
Tetraspanin 30,D12.776.543.900.163
Tetraspanin 30,D12.776.543.990.024
"B-Lymphocytes, Regulatory",A11.063.438.450.300
"B-Lymphocytes, Regulatory",A11.118.637.555.567.550.450.300
"B-Lymphocytes, Regulatory",A11.118.637.555.567.562.200.300
"B-Lymphocytes, Regulatory",A15.145.229.637.555.567.550.450.300
"B-Lymphocytes, Regulatory",A15.145.229.637.555.567.562.200.300
"B-Lymphocytes, Regulatory",A15.382.032.438.450.300
"B-Lymphocytes, Regulatory",A15.382.490.555.567.562.450.300
V(D)J Recombination,G05.344.900
V(D)J Recombination,G05.728.932
Uroplakins,D12.776.395.550.942
Uroplakins,D12.776.543.550.942
Capillary Tubing,E07.123
Uroplakin Ia,D12.776.395.550.942.100
Uroplakin Ia,D12.776.543.550.942.100
Uroplakin Ia,D12.776.543.900.750
Thymocytes,A11.118.637.555.567.569.360.800
Thymocytes,A11.148.378.294.750.800
Thymocytes,A11.872.378.294.750.800
Thymocytes,A11.900
Uroplakin Ib,D12.776.395.550.942.150
Uroplakin Ib,D12.776.543.550.942.150
Uroplakin Ib,D12.776.543.900.875
Uroplakin II,D12.776.395.550.942.200
Uroplakin II,D12.776.543.550.942.200
Uroplakin III,D12.776.395.550.942.300
Uroplakin III,D12.776.543.550.942.300
Morpholinos,D03.383.533.640.562
Morpholinos,D13.695.578.424.337
Tetraspanin 24,D12.776.543.900.028
"Infusions, Spinal",E02.319.267.510.794
Therapeutic Occlusion,E02.926
Tetraspanin 28,D12.776.543.900.070
Head Kidney,A13.449
Head Kidney,A16.835.400
Imaginal Discs,A13.518
Tetraspanin 29,D12.776.395.550.018
Tetraspanin 29,D12.776.543.550.090
Tetraspanin 29,D12.776.543.900.109
Tetraspanin 25,D12.776.543.900.055
"Receptors, Autocrine Motility Factor",D08.811.464.938.750.656
"Receptors, Autocrine Motility Factor",D12.776.543.750.660
Transition to Adult Care,E02.760.169.718
Transition to Adult Care,N02.421.585.169.718
Transition to Adult Care,N04.590.233.727.210.718
Magnetometry,E05.540
"Chemistry Techniques, Synthetic",E05.197
"Chemistry Techniques, Synthetic",J01.897.836.249
Solid-Phase Synthesis Techniques,E05.197.500
Solid-Phase Synthesis Techniques,J01.897.836.249.500
Magnetic Phenomena,G01.358
Education of Visually Disabled,I02.233.213.500
Education of Hearing Disabled,I02.233.213.199
Sodium-Coupled Vitamin C Transporters,D12.776.157.530.450.074.500.687.500
Sodium-Coupled Vitamin C Transporters,D12.776.157.530.450.625.405
Sodium-Coupled Vitamin C Transporters,D12.776.157.530.937.688
Sodium-Coupled Vitamin C Transporters,D12.776.543.585.450.074.500.812.500
Sodium-Coupled Vitamin C Transporters,D12.776.543.585.450.625.531
